"number","title","mergedAt","url","mergeCommit","changedFiles","labels","files","closingIssues"
"454","Add patient confirmation UI for AI-extracted document data","2026-01-03T15:03:45Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/454","1613f03dbc0e3de734b697422db95c2a8446fd48","11","","app/patient/documents/[id]/confirm/client.tsx;app/patient/documents/[id]/confirm/page.tsx;lib/actions/__tests__/confirmations.test.ts;lib/actions/confirmations.ts;lib/audit/__tests__/registry.test.ts;lib/contracts/registry.ts;lib/types/__tests__/confirmation.test.ts;lib/types/extraction.ts;scripts/verify-confirmation-ui.ps1;SECURITY_HARDENING_V05_I04_3.md;V05_I04_3_IMPLEMENTATION_SUMMARY.md","364"
"455","Copilot/fix table overflow","2026-01-03T14:57:26Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/455","c08b71e9a25ee3438e0e40b1ea487312fcbeb02c","2","",".github/workflows/db-determinism.yml;scripts/lint-new-migrations-idempotency.sh",""
"456","V05-I05.1: Processing orchestrator with idempotent job creation and PHI-free status tracking","2026-01-03T17:26:50Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/456","793db93db6ff7debc1b1a66c4f94f871e6a6dcf0","13","","app/api/processing/__tests__/integration.test.ts;app/api/processing/jobs/[jobId]/route.ts;app/api/processing/start/route.ts;docs/canon/DB_SCHEMA_MANIFEST.json;docs/V05_I05_1_PROCESSING_ORCHESTRATOR.md;lib/contracts/__tests__/processingJob.test.ts;lib/contracts/processingJob.ts;lib/contracts/registry.ts;lib/types/supabase.ts;scripts/db/verify-db-access.js;supabase/migrations/20260103150000_v05_i05_1_create_processing_jobs.sql;V05_I05_1_IMPLEMENTATION_EVIDENCE.md;V05_I05_1_SUMMARY.md","366"
"457","Implement deterministic, versioned risk calculation bundle (V05-I05.2)","2026-01-03T20:40:51Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/457","fec912b45d7ce38f9a46bc861cace163e8542da9","13","","app/api/processing/risk/route.ts;lib/audit/__tests__/registry.test.ts;lib/contracts/__tests__/riskBundle.test.ts;lib/contracts/riskBundle.ts;lib/processing/__tests__/riskStageProcessor.test.ts;lib/processing/riskStageProcessor.ts;lib/risk/__tests__/calculator.test.ts;lib/risk/__tests__/scoringRules.test.ts;lib/risk/calculator.ts;lib/risk/persistence.ts;lib/risk/scoringRules.ts;supabase/migrations/20260103160000_v05_i05_2_create_risk_bundles.sql;V05_I05_2_IMPLEMENTATION_SUMMARY.md","367"
"458","Implement deterministic priority ranking with Impact ├ù Feasibility scoring + security hardening (V05-I05.3)","2026-01-03T21:41:04Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/458","d7c1aff5eb29828bc29945627a87db38e6ab6d92","11","","app/api/processing/ranking/route.ts;lib/contracts/__tests__/priorityRanking.test.ts;lib/contracts/priorityRanking.ts;lib/processing/rankingStageProcessor.ts;lib/ranking/__tests__/ranker.test.ts;lib/ranking/interventionRegistry.ts;lib/ranking/persistence.ts;lib/ranking/ranker.ts;package-lock.json;supabase/migrations/20260103170000_v05_i05_3_create_priority_rankings.sql;V05_I05_3_IMPLEMENTATION_SUMMARY.md","368"
"459","V05-I05.4: Modular report sections with versioned prompts, PHI-free generation, and version evolution tracking","2026-01-04T06:41:27Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/459","9e8325e763943638d975732afb265ee16c6127fb","14","","app/api/processing/content/route.ts;docs/canon/DB_SCHEMA_MANIFEST.json;lib/contracts/__tests__/reportSections.test.ts;lib/contracts/reportSections.ts;lib/processing/contentStageProcessor.ts;lib/prompts/registry.ts;lib/sections/__tests__/generator.test.ts;lib/sections/generator.ts;lib/sections/persistence.ts;lib/types/supabase.ts;package-lock.json;supabase/migrations/20260103180000_v05_i05_4_create_report_sections.sql;supabase/migrations/20260103185000_v05_i05_4b_add_prompt_versioning.sql;V05_I05_4_IMPLEMENTATION_SUMMARY.md","369"
"460","Implement Medical Validation Layer 1: Rules-based contraindication and plausibility checks","2026-01-04T08:12:06Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/460","71a3a5ce077d280159c5fda33ffd1f4862300fad","15","","app/api/processing/validation/route.ts;docs/canon/DB_SCHEMA_MANIFEST.json;lib/contracts/__tests__/medicalValidation.test.ts;lib/contracts/medicalValidation.ts;lib/processing/__tests__/validationStageProcessor.test.ts;lib/processing/validationStageProcessor.ts;lib/types/supabase.ts;lib/validation/medical/__tests__/ruleRegistry.test.ts;lib/validation/medical/__tests__/validator.test.ts;lib/validation/medical/persistence.ts;lib/validation/medical/ruleRegistry.ts;lib/validation/medical/validator.ts;supabase/migrations/20260104065439_v05_i05_5_create_medical_validations.sql;supabase/migrations/20260104072559_v05_i05_5_add_ruleset_hash.sql;V05_I05_5_IMPLEMENTATION_SUMMARY.md","370"
"461","Implement Medical Validation Layer 2: AI-powered safety assessment with PHI-free guardrails","2026-01-04T10:10:58Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/461","692567771e353ba87d645eec5908c0111ef8972f","13","","app/api/processing/safety/route.ts;docs/canon/DB_SCHEMA_MANIFEST.json;lib/contracts/__tests__/safetyCheck.test.ts;lib/contracts/safetyCheck.ts;lib/processing/safetyStageProcessor.ts;lib/prompts/registry.ts;lib/safety/__tests__/evaluator.test.ts;lib/safety/evaluator.ts;lib/safety/persistence.ts;lib/types/supabase.ts;scripts/db/lint-migrations.ps1;supabase/migrations/20260104082908_v05_i05_6_create_safety_checks.sql;V05_I05_6_IMPLEMENTATION_SUMMARY.md","371"
"462","Implement medical review queue with deterministic sampling and RBAC workflow","2026-01-04T11:30:36Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/462","2504357c498a975aa3563e76a86fb3843fe78858","21","","app/api/review/[id]/decide/route.ts;app/api/review/[id]/route.ts;app/api/review/__tests__/httpSemantics.test.ts;app/api/review/queue/route.ts;CODE_REVIEW_COMPLIANCE.md;docs/canon/DB_SCHEMA_MANIFEST.json;lib/audit/__tests__/registry.test.ts;lib/audit/log.ts;lib/contracts/__tests__/reviewRecord.test.ts;lib/contracts/registry.ts;lib/contracts/reviewRecord.ts;lib/env.ts;lib/review/__tests__/queueHelper.test.ts;lib/review/persistence.ts;lib/review/queueHelper.ts;lib/review/README.md;lib/types/supabase.ts;scripts/db/verify-db-access.js;supabase/migrations/20260104101410_v05_i05_7_create_review_records.sql;TYPE_GENERATION_REQUIRED.md;V05_I05_7_IMPLEMENTATION_SUMMARY.md","372"
"463","V05-I05.8: PDF Assembly with Secure Storage, Signed URLs, Hardened RBAC, and Fail-Closed Replacement","2026-01-04T13:36:29Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/463","531bac8de8b63c4023e248c6490e7d5d80bae207","22","","app/api/processing/pdf/__tests__/route.auth-first.test.ts;app/api/processing/pdf/route.ts;app/api/reports/[reportId]/pdf/route.ts;app/api/reports/__tests__/pdf.rbac.test.ts;lib/contracts/pdfGeneration.ts;lib/pdf/__tests__/canonicalHash.test.ts;lib/pdf/__tests__/storage.test.ts;lib/pdf/canonicalHash.ts;lib/pdf/generator.tsx;lib/pdf/README.md;lib/pdf/storage.ts;lib/pdf/templates.ts;lib/processing/__tests__/pdfStageProcessor.idempotency.test.ts;lib/processing/pdfStageProcessor.ts;lib/review/__tests__/queueHelper.test.ts;lib/types/supabase.ts;package.json;package-lock.json;supabase/migrations/20260104113000_v05_i05_8_add_pdf_columns.sql;V05_I05_8_FINALIZATION_EVIDENCE.md;V05_I05_8_HARDENING_EVIDENCE.md;V05_I05_8_IMPLEMENTATION_SUMMARY.md","373"
"464","Implement delivery system with status-driven notifications, clinician dashboard, and hardened DB deployment pipeline","2026-01-04T19:59:23Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/464","d0435b522b82ba6137db58c72fe6374e9c427449","26","",".github/workflows/apply-migrations.yml;app/api/notifications/[id]/route.ts;app/api/notifications/route.ts;app/api/processing/delivery/__tests__/route.test.ts;app/api/processing/delivery/route.ts;app/clinician/delivery/page.tsx;docs/canon/DB_SCHEMA_MANIFEST.json;docs/DB_DEPLOYMENT_GUIDE.md;docs/DB_DEPLOYMENT_QUICKREF.md;eslint.config.mjs;lib/contracts/__tests__/delivery.test.ts;lib/contracts/delivery.ts;lib/notifications/notificationService.server.ts;lib/notifications/notificationService.ts;lib/processing/deliveryStageProcessor.server.ts;lib/processing/deliveryStageProcessor.ts;lib/types/supabase.ts;MIGRATION_PIPELINE_AUDIT.md;MIGRATION_PIPELINE_HARDENING_COMPLETE.md;package.json;scripts/db/verify-db-access.js;scripts/verify-migration-sync.ps1;supabase/migrations/20260104134110_v05_i05_9_create_delivery_system.sql;supabase/migrations/20260104163022_v05_i05_9_add_idempotency_constraints.sql;V05_I05_9_HARDENING_SUMMARY.md;V05_I05_9_IMPLEMENTATION_SUMMARY.md","374"
"465","Copilot/fix update schema pg conn","2026-01-04T14:05:15Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/465","e424be0310ea4948a9f43293504708b664e659c0","2","",".github/workflows/apply-migrations.yml;.github/workflows/update-schema-on-merge.yml",""
"466","Copilot/fix update schema pg conn","2026-01-04T16:48:59Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/466","13ada3ad30df6e3a94eab3f44cfe2e7c34391c5f","1","",".github/workflows/update-schema-on-merge.yml",""
"467","Add mobile shell with fixed top and bottom navigation for patient routes","2026-01-04T20:29:36Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/467","a5e9a1d91273936248c8f0da362bf20ecca4112b","6","","app/components/PatientNavigation.tsx;app/layout.tsx;app/patient/layout.tsx;docs/mobile/SHELL_FOUNDATIONS.md;lib/utils/__tests__/roleBasedRouting.patient.test.ts;lib/utils/roleBasedRouting.ts","376"
"468","Implement manifest-driven Content Block Renderer for v0.5 Mobile UI with security hardening","2026-01-04T21:05:56Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/468","382ef9da9a3a8a3591979a7f97bb6a81e0ab2d41","24","","docs/V05_I06_2_CONTENT_BLOCK_RENDERER.md;jest.config.js;lib/components/content/__tests__/ContentBlockRenderer.test.tsx;lib/components/content/blocks/CTABlockRenderer.tsx;lib/components/content/blocks/DividerBlockRenderer.tsx;lib/components/content/blocks/HeroBlockRenderer.tsx;lib/components/content/blocks/ImageBlockRenderer.tsx;lib/components/content/blocks/MarkdownBlockRenderer.tsx;lib/components/content/blocks/TextBlockRenderer.tsx;lib/components/content/blocks/VideoBlockRenderer.tsx;lib/components/content/CardRenderer.tsx;lib/components/content/ContentBlockRenderer.tsx;lib/components/content/index.ts;lib/components/content/PageRenderer.tsx;lib/components/content/SectionRenderer.tsx;lib/contracts/funnelManifest.ts;lib/utils/__tests__/urlSecurity.test.ts;lib/utils/urlSecurity.ts;package.json;package-lock.json;test/__mocks__/next/link.tsx;test/__mocks__/react-markdown.tsx;test/__mocks__/remark-gfm.ts;test/setup.ts","377"
"471","Implement role-specific menu filtering with fail-closed security","2026-01-05T06:26:50Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/471","f2b2786757152b6f227089633f7edfe2fd7e2297","5","","app/admin/layout.tsx;app/clinician/layout.tsx;app/patient/layout.tsx;lib/utils/__tests__/roleBasedRouting.menus.test.ts;lib/utils/roleBasedRouting.ts","378"
"472","V05-I06.4 ÔÇö Visual Block Editor for funnel content manifests (Security Hardened)","2026-01-05T07:25:24Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/472","15a4fd260a090baefbf882a3c7aeb5e308c3f31d","7","","app/api/admin/funnel-versions/[id]/manifest/__tests__/validation.test.ts;app/api/admin/funnel-versions/[id]/manifest/route.ts;app/clinician/funnels/[id]/page.tsx;app/clinician/funnels/[slug]/editor/page.tsx;docs/mobile/BLOCK_EDITOR.md;docs/mobile/BLOCK_EDITOR_SECURITY_AUDIT.md;lib/contracts/funnelManifest.ts","469"
"473","Integrate ContentBlockRenderer into patient intro and content pages","2026-01-05T08:57:21Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/473","6b241fed1ab60296b574950d79be8177b49359b5","10","","app/components/MobileHeader.tsx;app/components/MobileWelcomeScreen.tsx;app/patient/funnel/[slug]/content/[pageSlug]/__tests__/integration.test.tsx;app/patient/funnel/[slug]/content/[pageSlug]/client.tsx;app/patient/funnel/[slug]/content/[pageSlug]/page.tsx;app/patient/funnel/[slug]/intro/__tests__/integration.test.tsx;app/patient/funnel/[slug]/intro/client.tsx;app/patient/funnel/[slug]/intro/page.tsx;docs/mobile/CONTENT_BLOCK_RENDERER_INTEGRATION.md;V05_I06_5_IMPLEMENTATION_SUMMARY.md","470"
"474","Add triage dashboard with assessment status tracking and fix route conflict","2026-01-05T11:59:09Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/474","de1e4f74f01edb252b4673ae49948a8f2da0ff60","9","","app/clinician/funnels/[identifier]/editor/page.tsx;app/clinician/funnels/[identifier]/page.tsx;app/clinician/triage/page.tsx;lib/utils/roleBasedRouting.ts;V05_I07_1_IMPLEMENTATION_SUMMARY.md;V05_I07_1_MERGE_READY_SUMMARY.md;V05_I07_1_VERIFICATION_CHECKLIST.md;V05_I07_1_VISUAL_STRUCTURE.md;verify-v05-i07-1.ps1","380"
"475","fix(auth): resolve role from membership","2026-01-05T10:42:47Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/475","6be0fe8ef4a8c0ac73041762b2a981a4a51f9560","7","","app/admin/layout.tsx;app/admin/page.tsx;app/api/auth/resolve-role/__tests__/route.test.ts;app/api/auth/resolve-role/route.ts;app/clinician/layout.tsx;app/page.tsx;lib/utils/roleLanding.ts",""
"476","fix(auth): persist session for patient routes","2026-01-05T11:29:34Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/476","b0f7a18a409d3ed386e3c75b355c2084b67dda89","10","","app/patient/funnel/[slug]/client.tsx;app/patient/funnel/[slug]/content/[pageSlug]/page.tsx;app/patient/funnel/[slug]/intro/page.tsx;app/patient/funnel/[slug]/page.tsx;app/patient/funnel/[slug]/result/page.tsx;app/patient/funnels/page.tsx;app/patient/history/PatientHistoryClient.tsx;app/patient/page.tsx;lib/db/supabase.server.ts;lib/utils/__tests__/roleLanding.test.ts",""
"477","test: stabilize jest web api polyfills","2026-01-05T11:58:51Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/477","814443e041a509a18b9d79623ffcb0f8ed87461f","5","","app/api/documents/upload/__tests__/route.test.ts;lib/__tests__/env.test.ts;package.json;package-lock.json;test/setup.ts",""
"478","Add Key Labs, Medications, Findings/Scores, and Interventions to Patient Detail with Error State Handling","2026-01-05T14:30:42Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/478","0f4e54e4d20930363fb5160b31ecfab7d69f6c79","14","","app/clinician/patient/[id]/__tests__/helpers.test.ts;app/clinician/patient/[id]/__tests__/sections.test.tsx;app/clinician/patient/[id]/FindingsScoresSection.tsx;app/clinician/patient/[id]/InterventionsSection.tsx;app/clinician/patient/[id]/KeyLabsSection.tsx;app/clinician/patient/[id]/MedicationsSection.tsx;app/clinician/patient/[id]/page.tsx;package-lock.json;test-patient-detail.md;V05_I07_2_EVIDENCE_VERIFICATION.md;V05_I07_2_IMPLEMENTATION_SUMMARY.md;V05_I07_2_MERGE_READY.md;V05_I07_2_REPRODUCIBILITY_REPORT.md;V05_I07_2_VISUAL_STRUCTURE.md","381"
"479","Copilot/patient content legacy fallback","2026-01-05T12:36:12Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/479","56e2ac42c2b0d1f25c663df44ec2ea052698aefd","5","","app/patient/funnel/[slug]/content/[pageSlug]/client.tsx;app/patient/funnel/[slug]/intro/__tests__/integration.test.tsx;app/patient/funnel/[slug]/intro/client.tsx;app/patient/funnel/[slug]/intro/page.tsx;lib/utils/__tests__/roleBasedRouting.menus.test.ts",""
"480","Fix funnel editor version id + manifest 404 semantics","2026-01-05T12:59:24Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/480","5184f2e5cff32bd0f6a5e86e0d401f76a4948b9c","3","","app/api/admin/funnel-versions/[id]/manifest/__tests__/route.test.ts;app/api/admin/funnel-versions/[id]/manifest/route.ts;app/clinician/funnels/[identifier]/editor/page.tsx",""
"481","Fix admin content-pages GET for empty sections","2026-01-05T13:34:53Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/481","3c25d729723bd382918c28f6429d700eca985806","2","","app/api/admin/content-pages/[id]/__tests__/route.test.ts;app/api/admin/content-pages/[id]/route.ts",""
"482","Add QA Review Panel for Layer 1/2 findings with approve/reject workflow + security hardening","2026-01-05T15:35:37Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/482","5af433fff89325f55e24488dba3230271b3e0445","11","","app/api/review/[id]/decide/route.ts;app/api/review/[id]/details/__tests__/route.test.ts;app/api/review/[id]/details/route.ts;app/api/review/__tests__/httpSemantics.test.ts;app/clinician/patient/[id]/page.tsx;app/clinician/patient/[id]/QAReviewPanel.tsx;lib/review/persistence.ts;V05_I07_3_HARDENING_SUMMARY.md;V05_I07_3_IMPLEMENTATION_SUMMARY.md;V05_I07_3_MERGE_READY.md;V05_I07_3_VISUAL_STRUCTURE.md","382"
"483","Add task management API and UI for clinician workflow with security hardening (V05-I07.4)","2026-01-05T22:03:53Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/483","15f4257dbda19110aa5d9fe7f0fc0b1d4605c299","14","","app/api/patient-profiles/route.ts;app/api/tasks/[id]/__tests__/route.test.ts;app/api/tasks/[id]/route.ts;app/api/tasks/__tests__/route.test.ts;app/api/tasks/route.ts;app/clinician/tasks/page.tsx;app/clinician/tasks/TaskCreateDialog.tsx;lib/contracts/task.ts;lib/types/supabase.ts;package-lock.json;schema/schema.sql;supabase/migrations/20260105161724_v05_i07_4_harden_tasks_table.sql;V05_I07_4_IMPLEMENTATION_SUMMARY.md;V05_I07_4_MERGE_READY.md","383"
"484","V05-I08.1: Security Fix - Enforce nurse task assignment at RLS level","2026-01-05T22:56:28Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/484","467397b32cb4cac1c7549c1d3f6eb86247e2a77e","7","","app/api/tasks/route.ts;app/clinician/tasks/page.tsx;lib/contracts/task.ts;lib/types/supabase.ts;schema/schema.sql;supabase/migrations/20260105222510_v05_i08_1_add_task_user_assignment.sql;V05_I08_1_SECURITY_FIX_SUMMARY.md","385"
"485","Add pre-screening call script UI with PHI-free audit logging and org-scoped RLS","2026-01-06T11:11:38Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/485","df5a53b4fb1c9e4b63e58179da5fb3dee3bfba4f","14","","app/api/pre-screening-calls/route.ts;app/clinician/pre-screening/page.tsx;docs/canon/DB_MIGRATIONS.md;docs/canon/DB_SCHEMA_MANIFEST.json;lib/contracts/preScreening.ts;lib/contracts/registry.ts;lib/types/supabase.ts;lib/utils/roleBasedRouting.ts;supabase/migrations/20260105230000_v05_i08_2_create_pre_screening_calls.sql;V05_I08_2_IMPLEMENTATION_SUMMARY.md;V05_I08_2_MERGE_READY.md;V05_I08_2_SECURITY_VERIFICATION.md;V05_I08_2_UI_STRUCTURE.md;V05_I08_2_VISUAL_MOCKUP.md","386"
"486","V05-I08.3: Add device shipment tracking with return management and automated reminders","2026-01-06T18:01:15Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/486","770914cd229c04ef480bc32c5b56074c707ed276","22","","app/api/shipments/[id]/events/route.ts;app/api/shipments/[id]/route.ts;app/api/shipments/route.ts;app/clinician/shipments/page.tsx;app/clinician/shipments/ShipmentCreateDialog.tsx;app/clinician/shipments/ShipmentDetailDialog.tsx;docs/canon/DB_ACCESS_DECISION.md;docs/canon/DB_MIGRATIONS.md;docs/canon/DB_SCHEMA_MANIFEST.json;eslint.config.mjs;lib/contracts/delivery.ts;lib/contracts/registry.ts;lib/contracts/shipment.ts;lib/db/supabase.server.ts;lib/shipment/reminderService.server.ts;lib/types/supabase.ts;lib/utils/roleBasedRouting.ts;scripts/db/verify-db-access.js;supabase/migrations/20260106000000_v05_i08_3_create_device_shipments.sql;V05_I08_3_IMPLEMENTATION_SUMMARY.md;V05_I08_3_MERGE_READY.md;V05_I08_3_SECURITY_FIXES.md","387"
"487","V05-I08.4: Support case management with task escalation workflow (hardened)","2026-01-07T05:45:19Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/487","10b7bf489fbb4874bca04914ec041d75e7e3b8a5","21","","app/api/support-cases/[id]/escalate/__tests__/route.test.ts;app/api/support-cases/[id]/escalate/route.ts;app/api/support-cases/[id]/route.ts;app/api/support-cases/route.ts;app/clinician/support-cases/EscalationDialog.tsx;app/clinician/support-cases/page.tsx;app/clinician/support-cases/UpdateCaseDialog.tsx;app/patient/support/page.tsx;app/patient/support/SupportCaseDialog.tsx;app/patient/support/SupportCaseList.tsx;docs/canon/DB_MIGRATIONS.md;docs/canon/DB_SCHEMA_MANIFEST.json;lib/audit/log.ts;lib/contracts/registry.ts;lib/contracts/supportCase.ts;lib/contracts/task.ts;lib/types/supabase.ts;supabase/migrations/20260106180000_v05_i08_4_create_support_cases.sql;V05_I08_4_IMPLEMENTATION_SUMMARY.md;V05_I08_4_MERGE_READY.md;V05_I08_4_SECURITY_HARDENING.md","388"
"488","V05-I09.1: Database-driven navigation configuration UI","2026-01-07T08:22:51Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/488","8338611a5b5aa2cf4a20c5d1633148912af193a6","14","","app/admin/navigation/page.tsx;app/api/admin/navigation/[role]/route.ts;app/api/admin/navigation/route.ts;docs/canon/DB_MIGRATIONS.md;docs/canon/DB_SCHEMA_MANIFEST.json;lib/types/supabase.ts;lib/utils/roleBasedRouting.ts;schema/schema.sql;scripts/generate-version.js;supabase/migrations/20260107055200_v05_i09_1_create_navigation_config.sql;tools/list-anthropic-models.cjs;tools/test-funnel-api.js;V05_I09_1_IMPLEMENTATION_SUMMARY.md;V05_I09_1_VISUAL_STRUCTURE.md","390"
"489","Add database-driven design token override system for multi-tenant customization","2026-01-07T09:47:34Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/489","e247697f41d4126f0f79e52590b370b96f672007","14","","app/admin/design-tokens/page.tsx;app/api/admin/design-tokens/route.ts;app/components/ExampleTokenConsumer.tsx;app/layout.tsx;docs/canon/DB_MIGRATIONS.md;docs/canon/DB_SCHEMA_MANIFEST.json;docs/DESIGN_TOKEN_OVERRIDE_GUIDE.md;lib/contexts/DesignTokensContext.tsx;lib/design-tokens-loader.ts;lib/types/supabase.ts;schema/schema.sql;supabase/migrations/20260107083000_v05_i09_2_create_design_tokens.sql;V05_I09_2_IMPLEMENTATION_SUMMARY.md;V05_I09_2_VISUAL_STRUCTURE.md","391"
"490","V05-I09.3: Funnel version management API and UI","2026-01-07T10:27:17Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/490","97aafec9b41ffb7ed9461f0abf430155ae26b8da","4","","app/api/admin/funnel-versions/[id]/__tests__/route.test.ts;app/api/admin/funnel-versions/[id]/route.ts;app/clinician/funnels/[identifier]/page.tsx;V05_I09_3_IMPLEMENTATION_SUMMARY.md","392"
"491","Add operational settings system with notification templates, re-assessment rules, and KPI thresholds","2026-01-07T12:53:06Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/491","516e039aac90a50378a9097a7a39e1d9e3a741a9","13","","app/admin/operational-settings/page.tsx;app/api/admin/kpi-thresholds/[id]/route.ts;app/api/admin/kpi-thresholds/route.ts;app/api/admin/notification-templates/[id]/route.ts;app/api/admin/notification-templates/route.ts;app/api/admin/operational-settings-audit/route.ts;app/api/admin/reassessment-rules/[id]/route.ts;app/api/admin/reassessment-rules/route.ts;docs/canon/DB_MIGRATIONS.md;docs/canon/DB_SCHEMA_MANIFEST.json;lib/types/supabase.ts;supabase/migrations/20260107110000_v05_i09_4_create_operational_settings.sql;V05_I09_4_IMPLEMENTATION_SUMMARY.md","393"
"492","Add consent data to patient export endpoint for GDPR compliance","2026-01-07T13:30:42Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/492","1b68c4410fa74f6dbbd6ac9ef17ffae7016b4dac","4","","app/api/patient-measures/export/route.ts;docs/_archive_0_3/JSON_EXPORT.md;V05_I10_1_IMPLEMENTATION_SUMMARY.md;V05_I10_1_VERIFICATION.md","395"
"493","Implement account deletion/retention workflow with audit coverage (V05-I10.2)","2026-01-08T11:09:20Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/493","f92ed41f4519751702c9a5fe8f7527d202dcbbfd","8","","app/api/account/deletion-request/route.ts;docs/ACCOUNT_DELETION_RETENTION.md;lib/audit/log.ts;lib/contracts/registry.ts;lib/types/supabase.ts;supabase/migrations/20260108062300_v05_i10_2_account_deletion_retention.sql;V05_I10_2_IMPLEMENTATION_SUMMARY.md;V05_I10_2_VERIFICATION.md","396"
"494","Add KPI tracking for completion rate, assessment duration, and time-to-report","2026-01-08T11:54:29Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/494","3a8bdff829d65a0eb7194f604170898ccfec2390","8","","app/api/amy/stress-report/route.ts;app/api/funnels/[slug]/assessments/[assessmentId]/complete/route.ts;app/api/funnels/[slug]/assessments/route.ts;lib/audit/log.ts;lib/monitoring/kpi.ts;V05_I10_3_FINAL_SUMMARY.md;V05_I10_3_IMPLEMENTATION_SUMMARY.md;V05_I10_3_VERIFICATION.md","397"
"495","V05-I10.4: Content Safety Ops SLA + Sampling Rules SOP","2026-01-08T13:49:41Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/495","5d3c3cb82c147fb34790e69a705e310866faed61","5","","app/clinician/review-queue/page.tsx;docs/CONTENT_SAFETY_OPS_SOP.md;docs/REVIEW_QUEUE_QUICK_REFERENCE.md;V05_I10_4_IMPLEMENTATION_SUMMARY.md;V05_I10_4_VISUAL_STRUCTURE.md","398"
"496","Add deployment verification tooling for production drift diagnosis","2026-01-10T06:48:24Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/496","62a035dd80322a5081baf19301cb27468ed40ccc","7","","app/api/content/resolve/route.ts;app/api/funnels/[slug]/content-pages/route.ts;docs/DEPLOYMENT_VERIFICATION.md;IMPLEMENTATION_V05_P0_DEPLOY_VERIFICATION.md;README.md;REVIEW_EVIDENCE.md;scripts/verify-routes.mjs",""
"498","Fix source-of-truth mismatch between funnel registry and content resolver","2026-01-10T08:08:18Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/498","5ecaae72db09b2d3897b44258a67317509231386","5","","app/api/content/resolve/__tests__/route.test.ts;app/api/funnels/[slug]/content-pages/__tests__/route.test.ts;app/api/funnels/[slug]/content-pages/route.ts;lib/contracts/registry.ts;lib/utils/contentResolver.ts","497"
"499","fix(v0.5): intro missing_content fallback + content-pages no-500","2026-01-10T12:54:43Z","https://github.com/adaefler-art/rhythmologicum-connect/pull/499","ff939bee4f4dcaa2e785b22825fae5b189bd0b0c","4","","app/components/layout/ContentContainer.tsx;app/patient/funnel/[slug]/intro/client.tsx;app/patient/funnel/[slug]/result/client.tsx;docs/LAYOUT_STANDARDS.md",""
